time,properties.taxi_count,day_of_week,minute,hour,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7,sector_8,sector_9
2019-01-01 00:00:00,5887,1,0,0,167,979,81,408,3507,678,0,67,0
2019-01-01 00:05:00,4001,1,5,0,102,496,39,251,2589,471,0,53,0
2019-01-01 00:10:00,5981,1,10,0,157,1035,69,417,3546,680,0,77,0
2019-01-01 00:15:00,5461,1,15,0,158,920,68,375,3225,654,0,61,0
2019-01-01 00:20:00,5003,1,20,0,136,900,62,358,2898,596,0,53,0
2019-01-01 00:25:00,4527,1,25,0,130,804,65,354,2610,528,0,36,0
2019-01-01 00:30:00,4077,1,30,0,132,742,49,315,2349,452,0,38,0
2019-01-01 00:35:00,3765,1,35,0,145,785,40,311,2065,391,0,28,0
2019-01-01 00:40:00,3526,1,40,0,149,778,46,315,1852,362,0,24,0
2019-01-01 00:45:00,3324,1,45,0,162,759,46,344,1642,353,0,18,0
2019-01-01 00:50:00,3277,1,50,0,173,842,46,340,1528,334,0,14,0
2019-01-01 00:55:00,3203,1,55,0,182,842,43,357,1438,321,0,20,0
2019-01-01 01:00:00,3197,1,0,1,168,886,44,360,1401,310,0,28,0
2019-01-01 01:05:00,2975,1,5,1,156,786,47,357,1337,269,0,23,0
2019-01-01 01:10:00,2632,1,10,1,161,700,41,325,1147,238,0,20,0
2019-01-01 01:15:00,3387,1,15,1,205,998,51,416,1354,343,0,20,0
2019-01-01 01:20:00,3489,1,20,1,209,1028,59,444,1403,333,0,13,0
2019-01-01 01:25:00,3590,1,25,1,206,1041,60,439,1480,347,0,17,0
2019-01-01 01:30:00,3519,1,30,1,212,1037,59,420,1442,326,0,23,0
2019-01-01 01:35:00,3276,1,35,1,196,956,58,397,1328,323,0,18,0
2019-01-01 01:40:00,3559,1,40,1,201,1071,63,437,1430,332,1,24,0
2019-01-01 01:45:00,3652,1,45,1,197,1081,63,500,1450,339,0,22,0
2019-01-01 01:50:00,3688,1,50,1,198,1104,61,510,1455,342,0,18,0
2019-01-01 01:55:00,3708,1,55,1,222,1115,68,463,1443,375,0,22,0
2019-01-01 02:00:00,3822,1,0,2,224,1165,75,487,1436,414,0,21,0
2019-01-01 02:05:00,3868,1,5,2,201,1196,72,510,1445,423,0,21,0
2019-01-01 02:10:00,3883,1,10,2,235,1162,66,494,1492,414,1,19,0
2019-01-01 02:15:00,3886,1,15,2,215,1148,70,504,1520,407,0,22,0
2019-01-01 02:20:00,3806,1,20,2,214,1129,82,518,1451,400,0,12,0
2019-01-01 02:25:00,3896,1,25,2,221,1148,69,559,1464,415,0,20,0
2019-01-01 02:30:00,3903,1,30,2,232,1180,73,547,1480,382,0,9,0
2019-01-01 02:35:00,3884,1,35,2,253,1147,83,550,1464,373,0,14,0
2019-01-01 02:40:00,4003,1,40,2,230,1191,76,592,1539,360,1,14,0
2019-01-01 02:45:00,4034,1,45,2,244,1218,81,590,1537,352,0,12,0
2019-01-01 02:50:00,4116,1,50,2,223,1243,66,590,1588,385,0,21,0
2019-01-01 02:55:00,4196,1,55,2,221,1231,66,607,1641,412,2,16,0
2019-01-01 03:00:00,4195,1,0,3,227,1228,69,587,1649,423,0,12,0
2019-01-01 03:05:00,4151,1,5,3,223,1220,80,584,1599,431,1,13,0
2019-01-01 03:10:00,4163,1,10,3,228,1182,89,570,1667,414,0,13,0
2019-01-01 03:15:00,4098,1,15,3,222,1199,86,572,1564,437,0,18,0
2019-01-01 03:20:00,4127,1,20,3,223,1200,94,577,1553,468,0,12,0
2019-01-01 03:25:00,4001,1,25,3,216,1202,74,556,1473,465,0,15,0
2019-01-01 03:30:00,4026,1,30,3,225,1234,73,563,1430,484,0,17,0
2019-01-01 03:35:00,4000,1,35,3,217,1210,77,549,1487,449,0,11,0
2019-01-01 03:40:00,4046,1,40,3,221,1223,71,543,1491,487,0,10,0
2019-01-01 03:45:00,4021,1,45,3,219,1220,70,533,1488,482,0,9,0
2019-01-01 03:50:00,3983,1,50,3,231,1220,66,516,1437,503,0,10,0
2019-01-01 03:55:00,3991,1,55,3,222,1180,80,554,1465,481,0,9,0
2019-01-01 04:00:00,4002,1,0,4,239,1177,78,570,1440,490,0,8,0
2019-01-01 04:05:00,3958,1,5,4,229,1211,75,508,1442,485,0,8,0
2019-01-01 04:10:00,3957,1,10,4,214,1213,81,517,1436,487,0,9,0
2019-01-01 04:15:00,3940,1,15,4,225,1180,83,503,1479,461,0,9,0
2019-01-01 04:20:00,3897,1,20,4,242,1143,66,509,1451,477,0,9,0
2019-01-01 04:25:00,3817,1,25,4,217,1119,60,513,1429,475,0,4,0
2019-01-01 04:30:00,3866,1,30,4,214,1121,66,524,1441,496,0,4,0
2019-01-01 04:35:00,3831,1,35,4,231,1119,76,506,1408,486,0,5,0
2019-01-01 04:40:00,3743,1,40,4,230,1109,86,484,1324,506,0,4,0
2019-01-01 04:45:00,3720,1,45,4,215,1103,77,495,1293,530,0,7,0
2019-01-01 04:50:00,3718,1,50,4,221,1067,84,513,1274,550,0,9,0
2019-01-01 04:55:00,3731,1,55,4,202,1076,74,519,1284,571,0,5,0
2019-01-01 05:00:00,3743,1,0,5,227,1067,74,505,1288,576,0,6,0
2019-01-01 05:05:00,3705,1,5,5,220,1066,78,466,1251,617,0,7,0
2019-01-01 05:10:00,3724,1,10,5,211,1098,76,488,1216,628,0,7,0
2019-01-01 05:15:00,3666,1,15,5,199,1092,68,472,1230,598,0,7,0
2019-01-01 05:20:00,3573,1,20,5,197,1054,74,459,1215,568,0,6,0
2019-01-01 05:25:00,3546,1,25,5,194,1049,66,450,1209,570,0,8,0
2019-01-01 05:30:00,3434,1,30,5,203,1023,70,444,1142,548,0,4,0
2019-01-01 05:35:00,3388,1,35,5,201,1014,65,449,1110,543,0,6,0
2019-01-01 05:40:00,3410,1,40,5,215,1013,68,462,1120,525,0,7,0
2019-01-01 05:45:00,3430,1,45,5,218,1043,66,475,1095,526,0,7,0
2019-01-01 05:50:00,3440,1,50,5,226,1053,65,458,1089,544,0,5,0
2019-01-01 05:55:00,3449,1,55,5,241,1066,76,437,1107,517,0,5,0
2019-01-01 06:00:00,3384,1,0,6,228,1066,65,442,1060,519,0,4,0
2019-01-01 06:05:00,3101,1,5,6,216,946,66,409,939,523,0,2,0
2019-01-01 06:10:00,3212,1,10,6,218,993,61,414,961,562,0,3,0
2019-01-01 06:15:00,3077,1,15,6,200,973,54,374,949,523,0,4,0
2019-01-01 06:20:00,3044,1,20,6,184,971,58,385,887,552,0,7,0
2019-01-01 06:25:00,3058,1,25,6,175,951,54,411,873,589,0,5,0
2019-01-01 06:30:00,3055,1,30,6,170,947,55,410,869,600,0,4,0
2019-01-01 06:35:00,2677,1,35,6,126,793,44,390,737,580,0,7,0
2019-01-01 06:40:00,3025,1,40,6,145,887,57,430,870,629,0,7,0
2019-01-01 06:45:00,3065,1,45,6,150,877,66,420,903,644,0,5,0
2019-01-01 06:50:00,3137,1,50,6,155,901,72,452,906,647,0,4,0
2019-01-01 06:55:00,3179,1,55,6,168,908,67,474,942,617,0,3,0
2019-01-01 07:00:00,3254,1,0,7,172,942,58,496,939,643,0,4,0
2019-01-01 07:05:00,3347,1,5,7,178,933,71,487,984,684,0,10,0
2019-01-01 07:10:00,3390,1,10,7,182,944,69,481,990,716,0,8,0
2019-01-01 07:15:00,3428,1,15,7,192,952,68,493,985,731,0,7,0
2019-01-01 07:20:00,3437,1,20,7,182,973,69,486,976,744,1,6,0
2019-01-01 07:25:00,3438,1,25,7,179,999,72,467,1004,709,1,7,0
2019-01-01 07:30:00,3546,1,30,7,188,997,87,493,1045,731,0,5,0
2019-01-01 07:35:00,3208,1,35,7,157,864,77,472,945,689,0,4,0
2019-01-01 07:40:00,3675,1,40,7,189,1014,94,528,1063,781,2,4,0
2019-01-01 07:45:00,3694,1,45,7,193,1023,93,520,1069,794,0,2,0
2019-01-01 07:50:00,3719,1,50,7,210,999,96,554,1085,770,0,5,0
2019-01-01 07:55:00,3838,1,55,7,197,1026,92,557,1144,814,0,8,0
2019-01-01 08:00:00,3992,1,0,8,192,1057,102,596,1171,868,1,5,0
2019-01-01 08:05:00,3833,1,5,8,201,974,100,569,1147,834,0,8,0
2019-01-01 08:10:00,4198,1,10,8,224,1104,109,609,1257,881,1,13,0
2019-01-01 08:15:00,4247,1,15,8,208,1149,103,605,1347,825,0,10,0
2019-01-01 08:20:00,4291,1,20,8,208,1183,98,593,1360,835,0,14,0
2019-01-01 08:25:00,4394,1,25,8,217,1212,110,596,1412,836,0,11,0
2019-01-01 08:30:00,4433,1,30,8,221,1205,96,589,1455,855,0,12,0
2019-01-01 08:35:00,4535,1,35,8,235,1203,93,606,1530,857,1,10,0
2019-01-01 08:40:00,4484,1,40,8,231,1183,100,577,1543,839,0,11,0
2019-01-01 08:45:00,2922,1,45,8,153,635,61,405,1078,578,1,11,0
2019-01-01 08:50:00,4628,1,50,8,259,1234,104,606,1617,800,0,8,0
2019-01-01 08:55:00,4621,1,55,8,267,1254,103,605,1589,791,0,12,0
2019-01-01 09:00:00,4696,1,0,9,247,1250,120,616,1657,794,1,11,0
2019-01-01 09:05:00,4708,1,5,9,251,1244,104,623,1689,786,0,11,0
2019-01-01 09:10:00,4784,1,10,9,256,1252,105,622,1736,794,0,19,0
2019-01-01 09:15:00,4711,1,15,9,258,1263,115,569,1726,759,0,21,0
2019-01-01 09:20:00,4740,1,20,9,245,1295,115,589,1740,738,0,18,0
2019-01-01 09:25:00,4691,1,25,9,244,1274,113,590,1720,731,0,19,0
2019-01-01 09:30:00,4579,1,30,9,239,1220,99,544,1704,742,0,31,0
2019-01-01 09:35:00,4252,1,35,9,236,1123,85,503,1564,710,1,30,0
2019-01-01 09:40:00,4447,1,40,9,269,1196,83,523,1610,736,0,30,0
2019-01-01 09:45:00,4398,1,45,9,264,1191,94,518,1596,699,0,36,0
2019-01-01 09:50:00,4321,1,50,9,260,1167,91,490,1601,678,0,34,0
2019-01-01 09:55:00,4257,1,55,9,262,1166,76,472,1605,637,0,39,0
2019-01-01 10:00:00,4262,1,0,10,271,1100,88,450,1665,649,0,39,0
2019-01-01 10:05:00,3346,1,5,10,208,769,62,319,1398,559,0,31,0
2019-01-01 10:10:00,4381,1,10,10,262,1120,82,443,1725,715,0,34,0
2019-01-01 10:15:00,4417,1,15,10,260,1096,95,455,1767,699,1,44,0
2019-01-01 10:20:00,4395,1,20,10,264,1100,95,468,1711,712,0,45,0
2019-01-01 10:25:00,4314,1,25,10,250,1098,97,445,1668,707,0,49,0
2019-01-01 10:30:00,4326,1,30,10,249,1104,82,438,1663,729,0,61,0
2019-01-01 10:35:00,4283,1,35,10,245,1049,75,425,1667,766,1,55,0
2019-01-01 10:40:00,4207,1,40,10,237,1058,88,422,1578,766,0,58,0
2019-01-01 10:45:00,4179,1,45,10,228,1058,91,417,1606,737,0,42,0
2019-01-01 10:50:00,4148,1,50,10,241,1029,89,410,1606,724,0,49,0
2019-01-01 10:55:00,4111,1,55,10,216,1001,78,410,1608,745,0,53,0
2019-01-01 11:00:00,4113,1,0,11,216,988,92,401,1628,721,0,67,0
2019-01-01 11:05:00,4161,1,5,11,201,1019,81,416,1655,728,0,61,0
2019-01-01 11:10:00,4144,1,10,11,208,1020,76,420,1629,726,0,65,0
2019-01-01 11:15:00,4112,1,15,11,205,1008,74,431,1595,748,0,51,0
2019-01-01 11:20:00,3987,1,20,11,213,950,74,413,1528,752,0,57,0
2019-01-01 11:25:00,3906,1,25,11,204,930,87,388,1487,767,0,43,0
2019-01-01 11:30:00,3842,1,30,11,200,889,101,363,1496,738,1,54,0
2019-01-01 11:35:00,3837,1,35,11,174,898,76,375,1511,755,0,48,0
2019-01-01 11:40:00,3744,1,40,11,175,882,84,369,1422,767,0,45,0
2019-01-01 11:45:00,3607,1,45,11,170,814,77,333,1394,773,0,46,0
2019-01-01 11:50:00,2697,1,50,11,108,536,59,248,1055,646,0,45,0
2019-01-01 11:55:00,3350,1,55,11,138,743,83,314,1292,723,0,57,0
2019-01-01 12:00:00,3366,1,0,12,127,746,77,289,1356,717,0,54,0
2019-01-01 12:05:00,3004,1,5,12,88,617,76,274,1257,636,0,56,0
2019-01-01 12:10:00,3329,1,10,12,125,747,73,302,1363,669,0,50,0
2019-01-01 12:15:00,3256,1,15,12,138,730,65,298,1338,627,0,60,0
2019-01-01 12:20:00,3284,1,20,12,151,725,74,325,1313,642,0,54,0
2019-01-01 12:25:00,3275,1,25,12,147,731,67,335,1347,590,0,58,0
2019-01-01 12:30:00,3353,1,30,12,152,750,53,331,1425,578,0,64,0
2019-01-01 12:35:00,3256,1,35,12,135,726,64,328,1383,555,0,65,0
2019-01-01 12:40:00,3378,1,40,12,140,807,66,343,1418,543,0,61,0
2019-01-01 12:45:00,3445,1,45,12,146,798,64,342,1496,539,0,60,0
2019-01-01 12:50:00,3459,1,50,12,150,811,59,339,1509,541,0,50,0
2019-01-01 12:55:00,3550,1,55,12,168,831,67,362,1553,506,0,63,0
2019-01-01 13:00:00,3570,1,0,13,172,816,57,389,1583,499,0,54,0
2019-01-01 13:05:00,3582,1,5,13,180,815,62,372,1611,482,0,60,0
2019-01-01 13:10:00,3662,1,10,13,182,863,58,365,1652,478,0,64,0
2019-01-01 13:15:00,3696,1,15,13,178,923,77,375,1673,412,0,58,0
2019-01-01 13:20:00,3678,1,20,13,174,890,69,380,1710,413,0,42,0
2019-01-01 13:25:00,3722,1,25,13,184,864,59,406,1754,414,0,41,0
2019-01-01 13:30:00,3700,1,30,13,174,907,68,385,1739,386,0,41,0
2019-01-01 13:35:00,3818,1,35,13,182,919,73,401,1820,375,0,48,0
2019-01-01 13:40:00,3929,1,40,13,186,942,77,445,1829,408,1,41,0
2019-01-01 13:45:00,3971,1,45,13,186,935,82,429,1895,388,0,56,0
2019-01-01 13:50:00,3975,1,50,13,175,925,73,421,1947,375,0,59,0
2019-01-01 13:55:00,4041,1,55,13,181,946,69,420,1990,379,0,56,0
2019-01-01 14:00:00,4006,1,0,14,165,915,72,434,1988,384,0,48,0
2019-01-01 14:05:00,2834,1,5,14,135,549,47,323,1449,280,1,50,0
2019-01-01 14:10:00,4130,1,10,14,199,956,75,474,1946,420,0,60,0
2019-01-01 14:15:00,4227,1,15,14,197,940,78,495,2045,434,0,38,0
2019-01-01 14:20:00,4240,1,20,14,198,963,89,514,2021,415,0,40,0
2019-01-01 14:25:00,4220,1,25,14,207,949,81,514,2001,421,0,47,0
2019-01-01 14:30:00,4275,1,30,14,205,972,74,522,2019,429,0,54,0
2019-01-01 14:35:00,4315,1,35,14,232,1001,68,518,2007,435,1,53,0
2019-01-01 14:40:00,4251,1,40,14,207,1006,71,534,1937,444,0,52,0
2019-01-01 14:45:00,4251,1,45,14,207,988,71,537,1998,390,0,60,0
2019-01-01 14:50:00,4275,1,50,14,205,1007,63,525,2033,389,0,53,0
2019-01-01 14:55:00,4304,1,55,14,207,1002,59,536,2013,434,0,53,0
2019-01-01 15:00:00,4404,1,0,15,239,992,64,559,2015,487,0,48,0
2019-01-01 15:05:00,4393,1,5,15,226,1056,59,527,1955,527,0,43,0
2019-01-01 15:10:00,4426,1,10,15,237,1086,61,530,1939,528,0,45,0
2019-01-01 15:15:00,4437,1,15,15,246,1058,69,542,1951,522,0,49,0
2019-01-01 15:20:00,4425,1,20,15,256,1040,71,551,1911,544,0,52,0
2019-01-01 15:25:00,4536,1,25,15,245,1106,67,556,1951,561,0,50,0
2019-01-01 15:30:00,4467,1,30,15,240,1086,67,535,1953,543,0,43,0
2019-01-01 15:35:00,4498,1,35,15,235,1075,67,533,1995,549,0,44,0
2019-01-01 15:40:00,4614,1,40,15,240,1120,67,539,2033,562,0,53,0
2019-01-01 15:45:00,4463,1,45,15,231,1067,77,542,1956,547,0,43,0
2019-01-01 15:50:00,4417,1,50,15,226,1059,71,519,1965,541,0,36,0
2019-01-01 15:55:00,4000,1,55,15,197,936,59,507,1774,497,0,30,0
2019-01-01 16:00:00,4500,1,0,16,228,1087,67,544,2019,526,0,29,0
2019-01-01 16:05:00,4485,1,5,16,228,1096,82,547,2008,504,0,20,0
2019-01-01 16:10:00,4502,1,10,16,217,1106,87,582,1999,482,0,29,0
2019-01-01 16:15:00,4388,1,15,16,228,1101,74,545,1919,499,0,22,0
2019-01-01 16:20:00,4380,1,20,16,214,1118,73,532,1875,540,0,28,0
2019-01-01 16:25:00,4368,1,25,16,226,1127,84,517,1831,565,1,17,0
2019-01-01 16:30:00,4373,1,30,16,222,1089,97,512,1885,553,0,15,0
2019-01-01 16:35:00,4366,1,35,16,226,1064,87,520,1836,614,0,19,0
2019-01-01 16:40:00,4293,1,40,16,211,1049,63,523,1793,633,0,21,0
2019-01-01 16:45:00,4254,1,45,16,208,1073,73,523,1720,633,0,24,0
2019-01-01 16:50:00,4194,1,50,16,196,1035,82,536,1692,627,0,26,0
2019-01-01 16:55:00,4202,1,55,16,199,1038,84,518,1729,621,0,13,0
2019-01-01 17:00:00,4218,1,0,17,205,1052,84,516,1712,634,0,15,0
2019-01-01 17:05:00,4095,1,5,17,191,973,74,496,1701,642,0,18,0
2019-01-01 17:10:00,4191,1,10,17,185,1022,81,508,1733,646,0,16,0
2019-01-01 17:15:00,4112,1,15,17,185,994,77,509,1671,654,1,21,0
2019-01-01 17:20:00,4108,1,20,17,174,978,86,496,1684,669,0,21,0
2019-01-01 17:25:00,4140,1,25,17,184,975,71,501,1712,681,0,16,0
2019-01-01 17:30:00,4170,1,30,17,189,959,78,486,1733,701,0,24,0
2019-01-01 17:35:00,4251,1,35,17,193,976,72,506,1716,766,0,22,0
2019-01-01 17:40:00,4193,1,40,17,182,978,74,479,1687,775,1,17,0
2019-01-01 17:45:00,4117,1,45,17,190,976,66,479,1670,709,2,25,0
2019-01-01 17:50:00,4165,1,50,17,183,977,57,483,1732,711,0,22,0
2019-01-01 17:55:00,4171,1,55,17,174,935,68,489,1779,706,0,20,0
2019-01-01 18:00:00,4203,1,0,18,158,933,73,490,1813,706,0,30,0
2019-01-01 18:05:00,3693,1,5,18,141,780,63,431,1622,634,0,22,0
2019-01-01 18:10:00,3004,1,10,18,111,603,44,318,1375,538,0,15,0
2019-01-01 18:15:00,4376,1,15,18,171,994,88,452,1907,740,0,24,0
2019-01-01 18:20:00,4407,1,20,18,169,996,84,455,1970,713,0,20,0
2019-01-01 18:25:00,4345,1,25,18,177,965,74,417,1959,735,0,18,0
2019-01-01 18:30:00,4226,1,30,18,152,991,67,403,1874,709,0,30,0
2019-01-01 18:35:00,3874,1,35,18,147,895,67,357,1716,657,0,35,0
2019-01-01 18:40:00,4086,1,40,18,160,980,81,360,1814,657,0,34,0
2019-01-01 18:45:00,4135,1,45,18,172,975,81,382,1833,660,0,32,0
2019-01-01 18:50:00,4296,1,50,18,180,942,99,453,1962,646,0,14,0
2019-01-01 18:55:00,4473,1,55,18,178,965,81,470,2085,673,0,21,0
2019-01-01 19:00:00,4493,1,0,19,187,985,66,496,2054,682,0,23,0
2019-01-01 19:05:00,4517,1,5,19,182,1021,72,475,2052,689,0,26,0
2019-01-01 19:10:00,4592,1,10,19,192,1037,81,513,2074,673,0,22,0
2019-01-01 19:15:00,4605,1,15,19,177,1041,78,497,2136,653,0,23,0
2019-01-01 19:20:00,4631,1,20,19,180,983,78,528,2213,622,0,27,0
2019-01-01 19:25:00,4638,1,25,19,195,927,84,530,2273,606,0,23,0
2019-01-01 19:30:00,4588,1,30,19,204,927,70,510,2243,606,0,28,0
2019-01-01 19:35:00,4448,1,35,19,182,884,52,505,2186,611,0,28,0
2019-01-01 19:40:00,4686,1,40,19,187,962,61,528,2228,691,0,29,0
2019-01-01 19:45:00,4734,1,45,19,190,936,52,530,2283,704,0,39,0
2019-01-01 19:50:00,4696,1,50,19,216,910,59,503,2297,673,1,37,0
2019-01-01 19:55:00,4700,1,55,19,215,894,58,503,2298,703,0,29,0
2019-01-01 20:00:00,4790,1,0,20,236,938,49,487,2274,777,0,29,0
2019-01-01 20:05:00,4829,1,5,20,222,1012,56,459,2254,804,0,22,0
2019-01-01 20:10:00,4858,1,10,20,199,994,60,464,2305,807,0,29,0
2019-01-01 20:15:00,4690,1,15,20,195,990,62,449,2183,778,0,33,0
2019-01-01 20:20:00,3482,1,20,20,141,587,37,324,1726,641,0,26,0
2019-01-01 20:25:00,4722,1,25,20,213,1007,52,466,2149,806,0,29,0
2019-01-01 20:30:00,4716,1,30,20,219,1007,52,465,2172,775,0,26,0
2019-01-01 20:35:00,4694,1,35,20,223,1026,43,488,2149,744,0,21,0
2019-01-01 20:40:00,4697,1,40,20,217,1065,53,489,2121,730,0,22,0
2019-01-01 20:45:00,4688,1,45,20,216,1043,58,490,2150,714,0,17,0
2019-01-01 20:50:00,4735,1,50,20,221,1017,59,472,2250,700,0,16,0
2019-01-01 20:55:00,4921,1,55,20,211,1050,73,517,2321,721,0,28,0
2019-01-01 21:00:00,5004,1,0,21,209,1038,63,556,2381,726,0,31,0
2019-01-01 21:05:00,4925,1,5,21,217,1026,67,518,2361,705,0,31,0
2019-01-01 21:10:00,4935,1,10,21,206,1026,63,539,2313,756,0,32,0
2019-01-01 21:15:00,5013,1,15,21,196,1056,70,531,2378,755,0,27,0
2019-01-01 21:20:00,4866,1,20,21,191,1011,56,524,2321,731,0,32,0
2019-01-01 21:25:00,4841,1,25,21,193,1030,58,511,2307,703,0,39,0
2019-01-01 21:30:00,4845,1,30,21,194,1046,64,508,2309,683,1,40,0
2019-01-01 21:35:00,4619,1,35,21,178,962,53,484,2214,688,0,40,0
2019-01-01 21:40:00,4889,1,40,21,201,1044,77,541,2311,681,0,34,0
2019-01-01 21:45:00,4948,1,45,21,207,1056,79,562,2308,693,0,43,0
2019-01-01 21:50:00,4980,1,50,21,230,1032,73,527,2363,710,0,45,0
2019-01-01 21:55:00,5015,1,55,21,206,1063,77,518,2386,711,0,54,0
2019-01-01 22:00:00,5142,1,0,22,212,1064,80,528,2453,752,0,53,0
2019-01-01 22:05:00,5153,1,5,22,209,1065,86,513,2460,763,0,57,0
2019-01-01 22:10:00,5202,1,10,22,214,1074,87,515,2497,760,0,55,0
2019-01-01 22:15:00,5251,1,15,22,184,1137,87,512,2465,806,0,60,0
2019-01-01 22:20:00,5268,1,20,22,182,1092,91,505,2540,792,0,66,0
2019-01-01 22:25:00,5371,1,25,22,185,1059,95,513,2605,855,0,59,0
2019-01-01 22:30:00,5447,1,30,22,194,1078,100,503,2636,886,0,50,0
2019-01-01 22:35:00,5552,1,35,22,194,1093,96,548,2648,915,0,58,0
2019-01-01 22:40:00,5541,1,40,22,188,1108,100,535,2657,896,0,57,0
2019-01-01 22:45:00,5462,1,45,22,191,1073,94,501,2619,919,1,64,0
2019-01-01 22:50:00,5547,1,50,22,209,1058,94,520,2676,919,0,71,0
2019-01-01 22:55:00,5514,1,55,22,202,1063,97,497,2691,907,0,57,0
2019-01-01 23:00:00,5492,1,0,23,196,1057,99,499,2715,863,0,63,0
2019-01-01 23:05:00,5494,1,5,23,184,1036,82,520,2726,886,0,60,0
2019-01-01 23:10:00,5511,1,10,23,188,1059,76,509,2742,885,0,52,0
2019-01-01 23:15:00,5480,1,15,23,195,1043,87,511,2703,894,0,47,0
2019-01-01 23:20:00,5355,1,20,23,175,1049,84,500,2663,839,0,45,0
2019-01-01 23:25:00,5365,1,25,23,195,1062,86,500,2663,816,1,42,0
2019-01-01 23:30:00,5338,1,30,23,185,1039,81,506,2669,821,0,37,0
2019-01-01 23:35:00,5240,1,35,23,204,1032,81,503,2612,767,0,41,0
2019-01-01 23:40:00,5307,1,40,23,210,1026,81,492,2669,782,0,47,0
2019-01-01 23:45:00,5334,1,45,23,201,1046,67,484,2710,787,0,39,0
2019-01-01 23:50:00,5270,1,50,23,192,1037,66,500,2674,762,0,39,0
2019-01-01 23:55:00,5304,1,55,23,205,1026,73,510,2684,773,0,33,0
2019-01-02 00:00:00,5308,2,0,0,217,1026,71,483,2687,787,0,37,0
2019-01-02 00:05:00,3212,2,5,0,102,395,39,270,1793,588,0,25,0
2019-01-02 00:10:00,5142,2,10,0,205,1026,68,482,2510,820,0,31,0
2019-01-02 00:15:00,4980,2,15,0,195,1018,59,460,2461,747,0,40,0
2019-01-02 00:20:00,4873,2,20,0,189,1069,73,432,2345,732,0,33,0
2019-01-02 00:25:00,4805,2,25,0,187,1059,65,458,2330,667,0,39,0
2019-01-02 00:30:00,4732,2,30,0,201,1057,69,460,2256,654,0,35,0
2019-01-02 00:35:00,4664,2,35,0,217,1012,74,449,2249,633,0,30,0
2019-01-02 00:40:00,4672,2,40,0,207,1082,84,463,2237,582,0,17,0
2019-01-02 00:45:00,4680,2,45,0,215,1088,86,473,2206,586,0,26,0
2019-01-02 00:50:00,4666,2,50,0,214,1077,75,483,2209,585,0,23,0
2019-01-02 00:55:00,4625,2,55,0,200,1063,83,487,2202,568,0,22,0
2019-01-02 01:00:00,4644,2,0,1,188,1085,74,477,2226,571,0,23,0
2019-01-02 01:05:00,4625,2,5,1,198,1089,64,481,2207,564,0,22,0
2019-01-02 01:10:00,4509,2,10,1,184,1064,67,487,2127,556,0,24,0
2019-01-02 01:15:00,4428,2,15,1,181,1075,65,502,2067,507,0,31,0
2019-01-02 01:20:00,4419,2,20,1,181,1060,69,484,2066,532,0,27,0
2019-01-02 01:25:00,4425,2,25,1,186,1084,70,475,2041,548,0,21,0
2019-01-02 01:30:00,4529,2,30,1,189,1108,70,492,2092,562,0,16,0
2019-01-02 01:35:00,4511,2,35,1,185,1111,67,474,2120,543,0,11,0
2019-01-02 01:40:00,4575,2,40,1,194,1115,60,475,2145,573,0,13,0
2019-01-02 01:45:00,4517,2,45,1,190,1112,71,498,2079,548,0,19,0
2019-01-02 01:50:00,4523,2,50,1,185,1135,68,495,2039,585,0,16,0
2019-01-02 01:55:00,4497,2,55,1,185,1122,64,484,2072,554,0,16,0
2019-01-02 02:00:00,4497,2,0,2,184,1074,65,480,2150,530,0,14,0
2019-01-02 02:05:00,4460,2,5,2,181,1095,62,459,2151,500,0,12,0
2019-01-02 02:10:00,4448,2,10,2,195,1072,61,467,2127,514,0,12,0
2019-01-02 02:15:00,4385,2,15,2,184,1086,72,445,2107,484,0,7,0
2019-01-02 02:20:00,4415,2,20,2,186,1060,79,456,2116,504,0,14,0
2019-01-02 02:25:00,4430,2,25,2,179,1082,63,443,2130,515,0,18,0
2019-01-02 02:30:00,4401,2,30,2,177,1086,60,443,2107,508,0,20,0
2019-01-02 02:35:00,4301,2,35,2,189,1054,62,436,2057,487,0,16,0
2019-01-02 02:40:00,4305,2,40,2,191,1061,66,448,2042,488,0,9,0
2019-01-02 02:45:00,4321,2,45,2,188,1078,64,419,2057,501,0,14,0
2019-01-02 02:50:00,4219,2,50,2,181,1047,64,400,2022,491,0,14,0
2019-01-02 02:55:00,4161,2,55,2,183,1073,66,398,1935,484,0,22,0
2019-01-02 03:00:00,4089,2,0,3,187,1067,67,387,1879,481,0,21,0
2019-01-02 03:05:00,3906,2,5,3,178,1039,71,381,1757,461,0,19,0
2019-01-02 03:10:00,3944,2,10,3,180,1070,68,381,1753,474,0,18,0
2019-01-02 03:15:00,3898,2,15,3,190,1048,72,391,1728,452,0,17,0
2019-01-02 03:20:00,3906,2,20,3,188,1050,70,385,1737,458,0,18,0
2019-01-02 03:25:00,3947,2,25,3,190,1045,77,388,1763,470,0,14,0
2019-01-02 03:30:00,3967,2,30,3,194,1048,75,385,1755,497,0,13,0
2019-01-02 03:35:00,3829,2,35,3,174,980,70,387,1726,479,0,13,0
2019-01-02 03:40:00,3972,2,40,3,190,1034,67,403,1756,508,0,14,0
2019-01-02 03:45:00,3903,2,45,3,193,1009,69,411,1709,499,0,13,0
